cbsa	metro_name	yr	qtr	index_nsa	index_sa
10420	"Akron, OH"	1991	1	100	100
10420	"Akron, OH"	1991	2	102.42	101.26
10420	"Akron, OH"	1991	3	102	101.33
10420	"Akron, OH"	1991	4	103.02	103.12
10420	"Akron, OH"	1992	1	104.5	104.44
10420	"Akron, OH"	1992	2	106.75	105.6
10420	"Akron, OH"	1992	3	108.19	107.45
10420	"Akron, OH"	1992	4	108.71	108.83
10420	"Akron, OH"	1993	1	110.17	110.07
10420	"Akron, OH"	1993	2	112.58	111.41
10420	"Akron, OH"	1993	3	113.56	112.77
10420	"Akron, OH"	1993	4	114.29	114.37
10420	"Akron, OH"	1994	1	114.42	114.33
10420	"Akron, OH"	1994	2	119.47	118.26
10420	"Akron, OH"	1994	3	119.65	118.83
10420	"Akron, OH"	1994	4	119.7	119.73
10420	"Akron, OH"	1995	1	121.9	121.83
10420	"Akron, OH"	1995	2	123.86	122.63
10420	"Akron, OH"	1995	3	125.19	124.32
10420	"Akron, OH"	1995	4	124.75	124.73
10420	"Akron, OH"	1996	1	128.49	128.48
10420	"Akron, OH"	1996	2	128.76	127.48
10420	"Akron, OH"	1996	3	132.15	131.21
10420	"Akron, OH"	1996	4	131.34	131.25
10420	"Akron, OH"	1997	1	131.9	131.99
10420	"Akron, OH"	1997	2	132.89	131.56
10420	"Akron, OH"	1997	3	133.83	132.84
10420	"Akron, OH"	1997	4	135.82	135.69
10420	"Akron, OH"	1998	1	136.42	136.57
10420	"Akron, OH"	1998	2	139.58	138.21
10420	"Akron, OH"	1998	3	139.85	138.78
10420	"Akron, OH"	1998	4	140.52	140.36
10420	"Akron, OH"	1999	1	143.03	143.21
10420	"Akron, OH"	1999	2	146.05	144.67
10420	"Akron, OH"	1999	3	146.4	145.22
10420	"Akron, OH"	1999	4	147.56	147.37
10420	"Akron, OH"	2000	1	146.04	146.28
10420	"Akron, OH"	2000	2	150.28	148.87
10420	"Akron, OH"	2000	3	151.85	150.59
10420	"Akron, OH"	2000	4	152.16	151.94
10420	"Akron, OH"	2001	1	152.08	152.43
10420	"Akron, OH"	2001	2	156.62	155.09
10420	"Akron, OH"	2001	3	155.5	154.16
10420	"Akron, OH"	2001	4	159.05	158.85
10420	"Akron, OH"	2002	1	156.58	157.07
10420	"Akron, OH"	2002	2	159.88	158.23
10420	"Akron, OH"	2002	3	160.41	158.94
10420	"Akron, OH"	2002	4	161.07	160.93
10420	"Akron, OH"	2003	1	162.41	163
10420	"Akron, OH"	2003	2	165.18	163.42
10420	"Akron, OH"	2003	3	167.68	165.98
10420	"Akron, OH"	2003	4	166.25	166.21
10420	"Akron, OH"	2004	1	167.17	167.94
10420	"Akron, OH"	2004	2	168.18	166.28
10420	"Akron, OH"	2004	3	169.91	168.09
10420	"Akron, OH"	2004	4	168.95	168.9
10420	"Akron, OH"	2005	1	170.47	171.54
10420	"Akron, OH"	2005	2	175.18	173.03
10420	"Akron, OH"	2005	3	174.7	172.79
10420	"Akron, OH"	2005	4	171.34	171.19
10420	"Akron, OH"	2006	1	175.85	177.27
10420	"Akron, OH"	2006	2	175.13	172.82
10420	"Akron, OH"	2006	3	176.06	174.08
10420	"Akron, OH"	2006	4	173.06	172.8
10420	"Akron, OH"	2007	1	171.71	173.4
10420	"Akron, OH"	2007	2	174.16	171.65
10420	"Akron, OH"	2007	3	171.23	169.37
10420	"Akron, OH"	2007	4	166.91	166.57
10420	"Akron, OH"	2008	1	164.83	166.61
10420	"Akron, OH"	2008	2	164.48	161.99
10420	"Akron, OH"	2008	3	160.76	159.07
10420	"Akron, OH"	2008	4	154.09	153.69
10420	"Akron, OH"	2009	1	148.42	150.17
10420	"Akron, OH"	2009	2	156.66	154.16
10420	"Akron, OH"	2009	3	156	154.43
10420	"Akron, OH"	2009	4	157.12	156.65
10420	"Akron, OH"	2010	1	149.59	151.44
10420	"Akron, OH"	2010	2	156.29	153.74
10420	"Akron, OH"	2010	3	151.22	149.75
10420	"Akron, OH"	2010	4	150.38	149.82
10420	"Akron, OH"	2011	1	143.2	145.14
10420	"Akron, OH"	2011	2	144.86	142.4
10420	"Akron, OH"	2011	3	146.31	144.92
10420	"Akron, OH"	2011	4	141.67	141.08
10420	"Akron, OH"	2012	1	140.07	142.06
10420	"Akron, OH"	2012	2	148.31	145.7
10420	"Akron, OH"	2012	3	145.73	144.45
10420	"Akron, OH"	2012	4	152.84	152.08
10420	"Akron, OH"	2013	1	156.72	158.99
10420	"Akron, OH"	2013	2	155.58	152.86
10420	"Akron, OH"	2013	3	157.12	155.71
10420	"Akron, OH"	2013	4	156.61	155.92
10420	"Akron, OH"	2014	1	152.34	154.41
10420	"Akron, OH"	2014	2	158.71	156.06
10420	"Akron, OH"	2014	3	161.11	159.53
10420	"Akron, OH"	2014	4	157.95	157.46
10420	"Akron, OH"	2015	1	160.19	162.17
10420	"Akron, OH"	2015	2	166.5	163.8
10420	"Akron, OH"	2015	3	164.62	162.9
10420	"Akron, OH"	2015	4	168.32	168.04
10420	"Akron, OH"	2016	1	164.02	165.86
10420	"Akron, OH"	2016	2	173.01	170.29
10420	"Akron, OH"	2016	3	171.71	169.74
10420	"Akron, OH"	2016	4	171.47	171.36
10420	"Akron, OH"	2017	1	174.85	176.81
10420	"Akron, OH"	2017	2	179.32	176.48
10420	"Akron, OH"	2017	3	184.04	181.79
10420	"Akron, OH"	2017	4	186.04	186.06
10420	"Akron, OH"	2018	1	183.06	185.15
10420	"Akron, OH"	2018	2	190.45	187.43
10420	"Akron, OH"	2018	3	193.93	191.4
10420	"Akron, OH"	2018	4	191.39	191.5
10420	"Akron, OH"	2019	1	194.68	196.98
10420	"Akron, OH"	2019	2	204.29	201.01
10420	"Akron, OH"	2019	3	206.5	203.7
10420	"Akron, OH"	2019	4	204.4	204.64
10420	"Akron, OH"	2020	1	206.23	208.62
10580	"Albany-Schenectady-Troy, NY"	1991	1	100	100
10580	"Albany-Schenectady-Troy, NY"	1991	2	99.87	100.55
10580	"Albany-Schenectady-Troy, NY"	1991	3	99.84	100.27
10580	"Albany-Schenectady-Troy, NY"	1991	4	99.77	99
10580	"Albany-Schenectady-Troy, NY"	1992	1	103.15	103.23
10580	"Albany-Schenectady-Troy, NY"	1992	2	100.43	101.05
10580	"Albany-Schenectady-Troy, NY"	1992	3	100.8	101.21
10580	"Albany-Schenectady-Troy, NY"	1992	4	103.15	102.36
10580	"Albany-Schenectady-Troy, NY"	1993	1	101.91	102.13
10580	"Albany-Schenectady-Troy, NY"	1993	2	99.48	99.96
10580	"Albany-Schenectady-Troy, NY"	1993	3	99.8	100.13
10580	"Albany-Schenectady-Troy, NY"	1993	4	99.06	98.38
10580	"Albany-Schenectady-Troy, NY"	1994	1	97.47	97.85
10580	"Albany-Schenectady-Troy, NY"	1994	2	98.12	98.41
10580	"Albany-Schenectady-Troy, NY"	1994	3	97.02	97.22
10580	"Albany-Schenectady-Troy, NY"	1994	4	98.14	97.63
10580	"Albany-Schenectady-Troy, NY"	1995	1	96.15	96.7
10580	"Albany-Schenectady-Troy, NY"	1995	2	95.12	95.21
10580	"Albany-Schenectady-Troy, NY"	1995	3	94.56	94.63
10580	"Albany-Schenectady-Troy, NY"	1995	4	94.05	93.72
10580	"Albany-Schenectady-Troy, NY"	1996	1	91.56	92.18
10580	"Albany-Schenectady-Troy, NY"	1996	2	93.15	93.15
10580	"Albany-Schenectady-Troy, NY"	1996	3	92.36	92.23
10580	"Albany-Schenectady-Troy, NY"	1996	4	90.99	90.84
10580	"Albany-Schenectady-Troy, NY"	1997	1	92.94	93.64
10580	"Albany-Schenectady-Troy, NY"	1997	2	94.53	94.52
10580	"Albany-Schenectady-Troy, NY"	1997	3	92.62	92.27
10580	"Albany-Schenectady-Troy, NY"	1997	4	91.7	91.68
10580	"Albany-Schenectady-Troy, NY"	1998	1	90.99	91.72
10580	"Albany-Schenectady-Troy, NY"	1998	2	90.88	90.95
10580	"Albany-Schenectady-Troy, NY"	1998	3	93.66	93.07
10580	"Albany-Schenectady-Troy, NY"	1998	4	93.81	93.9
10580	"Albany-Schenectady-Troy, NY"	1999	1	92.97	93.78
10580	"Albany-Schenectady-Troy, NY"	1999	2	94.15	94.31
10580	"Albany-Schenectady-Troy, NY"	1999	3	95.75	94.92
10580	"Albany-Schenectady-Troy, NY"	1999	4	95.02	95.13
10580	"Albany-Schenectady-Troy, NY"	2000	1	96.29	97.28
10580	"Albany-Schenectady-Troy, NY"	2000	2	97.81	98.03
10580	"Albany-Schenectady-Troy, NY"	2000	3	100.55	99.5
10580	"Albany-Schenectady-Troy, NY"	2000	4	100.78	100.85
10580	"Albany-Schenectady-Troy, NY"	2001	1	100.05	101.28
10580	"Albany-Schenectady-Troy, NY"	2001	2	104.19	104.4
10580	"Albany-Schenectady-Troy, NY"	2001	3	107.6	106.33
10580	"Albany-Schenectady-Troy, NY"	2001	4	108.03	108.05
10580	"Albany-Schenectady-Troy, NY"	2002	1	108.53	110.15
10580	"Albany-Schenectady-Troy, NY"	2002	2	112.08	112.13
10580	"Albany-Schenectady-Troy, NY"	2002	3	115.94	114.51
10580	"Albany-Schenectady-Troy, NY"	2002	4	118.04	118.07
10580	"Albany-Schenectady-Troy, NY"	2003	1	120.54	122.55
10580	"Albany-Schenectady-Troy, NY"	2003	2	126.83	126.69
10580	"Albany-Schenectady-Troy, NY"	2003	3	133.17	131.54
10580	"Albany-Schenectady-Troy, NY"	2003	4	136.27	136.35
10580	"Albany-Schenectady-Troy, NY"	2004	1	136.64	139.04
10580	"Albany-Schenectady-Troy, NY"	2004	2	144.24	143.89
10580	"Albany-Schenectady-Troy, NY"	2004	3	151.99	150.16
10580	"Albany-Schenectady-Troy, NY"	2004	4	154.55	154.74
10580	"Albany-Schenectady-Troy, NY"	2005	1	156.03	158.74
10580	"Albany-Schenectady-Troy, NY"	2005	2	166.35	165.87
10580	"Albany-Schenectady-Troy, NY"	2005	3	170.84	168.81
10580	"Albany-Schenectady-Troy, NY"	2005	4	170.96	171.22
10580	"Albany-Schenectady-Troy, NY"	2006	1	174.86	177.93
10580	"Albany-Schenectady-Troy, NY"	2006	2	180.75	180.14
10580	"Albany-Schenectady-Troy, NY"	2006	3	180.67	178.53
10580	"Albany-Schenectady-Troy, NY"	2006	4	182	182.32
10580	"Albany-Schenectady-Troy, NY"	2007	1	180.69	183.92
10580	"Albany-Schenectady-Troy, NY"	2007	2	182.38	181.57
10580	"Albany-Schenectady-Troy, NY"	2007	3	184.92	182.92
10580	"Albany-Schenectady-Troy, NY"	2007	4	181.83	182.02
10580	"Albany-Schenectady-Troy, NY"	2008	1	178.2	181.53
10580	"Albany-Schenectady-Troy, NY"	2008	2	180.82	179.81
10580	"Albany-Schenectady-Troy, NY"	2008	3	183.01	181.28
10580	"Albany-Schenectady-Troy, NY"	2008	4	178.99	179.04
10580	"Albany-Schenectady-Troy, NY"	2009	1	172.49	175.75
10580	"Albany-Schenectady-Troy, NY"	2009	2	177.08	175.92
10580	"Albany-Schenectady-Troy, NY"	2009	3	177.36	176
10580	"Albany-Schenectady-Troy, NY"	2009	4	174.89	174.75
10580	"Albany-Schenectady-Troy, NY"	2010	1	171.31	174.57
10580	"Albany-Schenectady-Troy, NY"	2010	2	179.16	177.88
10580	"Albany-Schenectady-Troy, NY"	2010	3	175.33	174.18
10580	"Albany-Schenectady-Troy, NY"	2010	4	175.12	175
10580	"Albany-Schenectady-Troy, NY"	2011	1	165.44	168.36
10580	"Albany-Schenectady-Troy, NY"	2011	2	174.56	173.36
10580	"Albany-Schenectady-Troy, NY"	2011	3	169.23	168.27
10580	"Albany-Schenectady-Troy, NY"	2011	4	169.43	169.4
10580	"Albany-Schenectady-Troy, NY"	2012	1	170.19	172.78
10580	"Albany-Schenectady-Troy, NY"	2012	2	172.13	171.27
10580	"Albany-Schenectady-Troy, NY"	2012	3	172.22	171.09
10580	"Albany-Schenectady-Troy, NY"	2012	4	172.01	172.33
10580	"Albany-Schenectady-Troy, NY"	2013	1	169.31	171.33
10580	"Albany-Schenectady-Troy, NY"	2013	2	174.19	173.71
10580	"Albany-Schenectady-Troy, NY"	2013	3	177.39	176.02
10580	"Albany-Schenectady-Troy, NY"	2013	4	174.89	175.49
10580	"Albany-Schenectady-Troy, NY"	2014	1	172.92	174.62
10580	"Albany-Schenectady-Troy, NY"	2014	2	174.27	174.07
10580	"Albany-Schenectady-Troy, NY"	2014	3	177.62	175.96
10580	"Albany-Schenectady-Troy, NY"	2014	4	175.8	176.79
10580	"Albany-Schenectady-Troy, NY"	2015	1	176.94	178.36
10580	"Albany-Schenectady-Troy, NY"	2015	2	176.3	176.2
10580	"Albany-Schenectady-Troy, NY"	2015	3	178.67	176.95
10580	"Albany-Schenectady-Troy, NY"	2015	4	175.3	176.45
10580	"Albany-Schenectady-Troy, NY"	2016	1	179.54	180.85
10580	"Albany-Schenectady-Troy, NY"	2016	2	184.37	184.19
10580	"Albany-Schenectady-Troy, NY"	2016	3	185.33	183.56
10580	"Albany-Schenectady-Troy, NY"	2016	4	186.08	187.62
10580	"Albany-Schenectady-Troy, NY"	2017	1	183.35	184.33
10580	"Albany-Schenectady-Troy, NY"	2017	2	188.08	187.85
10580	"Albany-Schenectady-Troy, NY"	2017	3	193.79	192.17
10580	"Albany-Schenectady-Troy, NY"	2017	4	191.68	193.36
10580	"Albany-Schenectady-Troy, NY"	2018	1	195.1	195.91
10580	"Albany-Schenectady-Troy, NY"	2018	2	195.18	194.88
10580	"Albany-Schenectady-Troy, NY"	2018	3	198.39	196.86
10580	"Albany-Schenectady-Troy, NY"	2018	4	200.82	202.8
10580	"Albany-Schenectady-Troy, NY"	2019	1	196.6	197.04
10580	"Albany-Schenectady-Troy, NY"	2019	2	202.04	201.83
10580	"Albany-Schenectady-Troy, NY"	2019	3	201.22	199.79
10580	"Albany-Schenectady-Troy, NY"	2019	4	197.53	199.55
10580	"Albany-Schenectady-Troy, NY"	2020	1	205.36	205.6
10740	"Albuquerque, NM"	1991	1	100	100
10740	"Albuquerque, NM"	1991	2	101.15	100.63
10740	"Albuquerque, NM"	1991	3	101.07	101.05
10740	"Albuquerque, NM"	1991	4	102.5	102.69
10740	"Albuquerque, NM"	1992	1	105.57	105.6
10740	"Albuquerque, NM"	1992	2	106.59	106.07
10740	"Albuquerque, NM"	1992	3	107.37	107.27
10740	"Albuquerque, NM"	1992	4	109.67	109.89
10740	"Albuquerque, NM"	1993	1	111.27	111.37
10740	"Albuquerque, NM"	1993	2	115.3	114.73
10740	"Albuquerque, NM"	1993	3	118.15	117.92
10740	"Albuquerque, NM"	1993	4	121.27	121.55
10740	"Albuquerque, NM"	1994	1	125.7	125.95
10740	"Albuquerque, NM"	1994	2	129.4	128.72
10740	"Albuquerque, NM"	1994	3	133.08	132.7
10740	"Albuquerque, NM"	1994	4	134.31	134.67
10740	"Albuquerque, NM"	1995	1	135.35	135.7
10740	"Albuquerque, NM"	1995	2	137.9	137.14
10740	"Albuquerque, NM"	1995	3	139.22	138.76
10740	"Albuquerque, NM"	1995	4	138.1	138.48
10740	"Albuquerque, NM"	1996	1	138.64	139.05
10740	"Albuquerque, NM"	1996	2	141.37	140.57
10740	"Albuquerque, NM"	1996	3	140.08	139.66
10740	"Albuquerque, NM"	1996	4	139.07	139.4
10740	"Albuquerque, NM"	1997	1	139.53	139.93
10740	"Albuquerque, NM"	1997	2	140.85	140.06
10740	"Albuquerque, NM"	1997	3	139.07	138.73
10740	"Albuquerque, NM"	1997	4	140.41	140.65
10740	"Albuquerque, NM"	1998	1	139.33	139.68
10740	"Albuquerque, NM"	1998	2	140.38	139.67
10740	"Albuquerque, NM"	1998	3	140.89	140.62
10740	"Albuquerque, NM"	1998	4	141.1	141.22
10740	"Albuquerque, NM"	1999	1	142.01	142.36
10740	"Albuquerque, NM"	1999	2	143.05	142.45
10740	"Albuquerque, NM"	1999	3	142.3	141.99
10740	"Albuquerque, NM"	1999	4	143.15	143.19
10740	"Albuquerque, NM"	2000	1	142.27	142.64
10740	"Albuquerque, NM"	2000	2	142.9	142.39
10740	"Albuquerque, NM"	2000	3	143.37	142.99
10740	"Albuquerque, NM"	2000	4	141.89	141.9
10740	"Albuquerque, NM"	2001	1	144.88	145.33
10740	"Albuquerque, NM"	2001	2	146.18	145.69
10740	"Albuquerque, NM"	2001	3	147.36	146.81
10740	"Albuquerque, NM"	2001	4	147.65	147.76
10740	"Albuquerque, NM"	2002	1	147.91	148.39
10740	"Albuquerque, NM"	2002	2	151.39	150.91
10740	"Albuquerque, NM"	2002	3	154.06	153.32
10740	"Albuquerque, NM"	2002	4	155.47	155.74
10740	"Albuquerque, NM"	2003	1	155.09	155.6
10740	"Albuquerque, NM"	2003	2	159.44	158.93
10740	"Albuquerque, NM"	2003	3	161.67	160.71
10740	"Albuquerque, NM"	2003	4	163.45	163.93
10740	"Albuquerque, NM"	2004	1	167.28	167.81
10740	"Albuquerque, NM"	2004	2	171.46	170.93
10740	"Albuquerque, NM"	2004	3	175.7	174.46
10740	"Albuquerque, NM"	2004	4	177.46	178.16
10740	"Albuquerque, NM"	2005	1	185.31	185.9
10740	"Albuquerque, NM"	2005	2	193.23	192.71
10740	"Albuquerque, NM"	2005	3	203	201.31
10740	"Albuquerque, NM"	2005	4	208.29	209.2
10740	"Albuquerque, NM"	2006	1	216.77	217.59
10740	"Albuquerque, NM"	2006	2	225.66	225.09
10740	"Albuquerque, NM"	2006	3	232.51	230.37
10740	"Albuquerque, NM"	2006	4	235.01	235.96
10740	"Albuquerque, NM"	2007	1	237.56	238.74
10740	"Albuquerque, NM"	2007	2	239.59	238.95
10740	"Albuquerque, NM"	2007	3	240.94	238.72
10740	"Albuquerque, NM"	2007	4	233.83	234.41
10740	"Albuquerque, NM"	2008	1	231.86	233.45
10740	"Albuquerque, NM"	2008	2	230.1	229.41
10740	"Albuquerque, NM"	2008	3	229	226.85
10740	"Albuquerque, NM"	2008	4	220.51	220.84
10740	"Albuquerque, NM"	2009	1	212.94	214.76
10740	"Albuquerque, NM"	2009	2	216.29	215.5
10740	"Albuquerque, NM"	2009	3	214.78	212.63
10740	"Albuquerque, NM"	2009	4	213.79	214.11
10740	"Albuquerque, NM"	2010	1	209.77	212.01
10740	"Albuquerque, NM"	2010	2	206.83	205.68
10740	"Albuquerque, NM"	2010	3	203.67	201.47
10740	"Albuquerque, NM"	2010	4	201.08	201.63
10740	"Albuquerque, NM"	2011	1	193.93	196.34
10740	"Albuquerque, NM"	2011	2	190.47	188.9
10740	"Albuquerque, NM"	2011	3	193.35	191.21
10740	"Albuquerque, NM"	2011	4	188.71	189.51
10740	"Albuquerque, NM"	2012	1	189.47	192.08
10740	"Albuquerque, NM"	2012	2	198.05	196
10740	"Albuquerque, NM"	2012	3	199.3	196.95
10740	"Albuquerque, NM"	2012	4	193.56	194.73
10740	"Albuquerque, NM"	2013	1	194.05	196.82
10740	"Albuquerque, NM"	2013	2	202.34	199.96
10740	"Albuquerque, NM"	2013	3	201.08	198.65
10740	"Albuquerque, NM"	2013	4	197.26	198.61
10740	"Albuquerque, NM"	2014	1	196.65	199.51
10740	"Albuquerque, NM"	2014	2	205.12	202.59
10740	"Albuquerque, NM"	2014	3	205.08	202.75
10740	"Albuquerque, NM"	2014	4	204.32	205.6
10740	"Albuquerque, NM"	2015	1	203.82	206.64
10740	"Albuquerque, NM"	2015	2	208.86	206.46
10740	"Albuquerque, NM"	2015	3	212.56	210.42
10740	"Albuquerque, NM"	2015	4	208.57	209.56
10740	"Albuquerque, NM"	2016	1	209.05	211.58
10740	"Albuquerque, NM"	2016	2	216.22	214.24
10740	"Albuquerque, NM"	2016	3	219.05	216.95
10740	"Albuquerque, NM"	2016	4	219.52	220.39
10740	"Albuquerque, NM"	2017	1	217.68	219.83
10740	"Albuquerque, NM"	2017	2	224.6	223.08
10740	"Albuquerque, NM"	2017	3	227.26	225.13
10740	"Albuquerque, NM"	2017	4	229.45	230.33
10740	"Albuquerque, NM"	2018	1	230.33	232.11
10740	"Albuquerque, NM"	2018	2	234.16	232.96
10740	"Albuquerque, NM"	2018	3	237.74	235.56
10740	"Albuquerque, NM"	2018	4	236.48	237.48
10740	"Albuquerque, NM"	2019	1	240.54	241.96
10740	"Albuquerque, NM"	2019	2	245.1	244.08
10740	"Albuquerque, NM"	2019	3	252.16	249.9
10740	"Albuquerque, NM"	2019	4	249.16	250.34
10740	"Albuquerque, NM"	2020	1	258.06	259.23
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	1	100	100
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	2	100.22	99.79
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	3	101.91	101.07
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1991	4	99.52	99.57
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	1	102.33	102.39
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	2	101.69	101.23
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	3	101.17	100.3
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1992	4	99.85	99.9
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	1	99.55	99.71
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	2	100.39	99.84
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	3	99.86	98.99
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1993	4	101.3	101.35
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	1	99.72	99.99
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	2	100.6	99.96
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	3	100.67	99.78
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1994	4	98.84	98.89
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	1	98.07	98.43
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	2	98.56	97.86
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	3	98.55	97.64
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1995	4	97.49	97.6
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	1	97.01	97.37
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	2	99.54	98.8
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	3	100.01	99.06
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1996	4	97.44	97.6
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	1	99.71	100.05
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	2	98.89	98.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	3	99.7	98.78
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1997	4	98.88	99.04
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	1	99.7	100.01
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	2	100.69	99.95
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	3	101.5	100.62
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1998	4	101.04	101.12
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	1	102.08	102.4
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	2	104.55	103.82
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	3	105.52	104.67
10900	"Allentown-Bethlehem-Easton, PA-NJ"	1999	4	105.61	105.56
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	1	107.29	107.67
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	2	108.34	107.63
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	3	111.32	110.45
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2000	4	113.2	113
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	1	113.94	114.44
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	2	116.77	116.08
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	3	117.89	116.92
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2001	4	119.67	119.33
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	1	120.73	121.39
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	2	124.76	124.08
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	3	128.18	127
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2002	4	131.34	130.94
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	1	134.01	134.83
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	2	139.2	138.51
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	3	143.65	142.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2003	4	145.8	145.44
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	1	148.52	149.5
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	2	154.55	153.76
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	3	161.47	159.67
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2004	4	166.09	165.79
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	1	166.13	167.22
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	2	175.07	174.19
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	3	182.93	180.83
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2005	4	187.09	186.71
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	1	191.28	192.66
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	2	196.61	195.59
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	3	199.17	196.87
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2006	4	197.69	197.18
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2007	1	200.85	202.42
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2007	2	205.57	204.55
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2007	3	200.49	198.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2007	4	198.82	198.07
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2008	1	191.45	193.27
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2008	2	187.59	186.59
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2008	3	186.44	184.15
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2008	4	183.24	182.46
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2009	1	173.98	175.96
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2009	2	174.63	173.53
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2009	3	174.65	172.41
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2009	4	171.54	170.71
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2010	1	171.64	174.1
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2010	2	168.41	166.99
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2010	3	166.33	164.11
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2010	4	162.94	162.21
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2011	1	154.85	157.44
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2011	2	157.72	156.03
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2011	3	157.75	155.6
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2011	4	152.49	151.85
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2012	1	150.44	153.28
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2012	2	156.72	154.78
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2012	3	154.34	152.11
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2012	4	154.52	154.02
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2013	1	152.73	155.72
10900	"Allentown-Bethlehem-Easton, PA-NJ"	2013	2	160.53	158.49
